indoor_relative_humidity [%],illuminance [lux],indoor_temperature,wind_speed [m/s],occupant_count [number],Atmospheric Pressure,optimal temperature
78.4,0.0,31.0,1.87,42,51.8,28.3
78.4,0.0,31.0,1.44,46,51.8,28.3
78.4,0.0,31.0,0.8,63,51.9,28.3
78.5,0.0,31.0,1.17,56,51.5,28.2
78.6,0.0,31.0,2.52,65,51.7,28.2
78.6,0.0,31.0,1.55,61,51.7,28.2
78.7,0.0,31.0,2.81,62,51.8,28.2
78.8,0.0,31.0,2.27,64,51.7,28.2
78.8,0.0,31.0,3.01,62,51.7,28.2
78.9,0.0,31.0,0.89,63,51.6,28.2
78.9,0.0,31.0,0.89,58,51.6,28.2
79.0,0.0,31.0,1.49,60,51.8,28.2
79.1,0.0,31.0,0.21,51,52.4,28.2
79.1,0.0,31.0,1.09,49,53.0,28.2
79.2,0.0,31.0,0.36,46,52.2,28.2
79.3,0.0,31.0,1.03,40,52.1,28.2
79.3,0.0,31.0,3.52,39,51.9,28.2
79.3,0.0,31.0,1.39,41,51.7,28.2
79.4,0.0,24.0,1.73,42,51.6,28.1
79.5,0.0,24.0,2.83,40,51.7,28.1
79.5,0.0,24.0,0.6,44,51.7,28.1
79.5,0.0,24.0,2.54,47,51.7,28.1
79.4,0.0,24.0,1.11,48,51.6,28.1
79.6,0.0,24.0,0.6,44,51.6,28.1
79.6,0.0,24.0,0.52,48,51.7,28.1
79.5,0.0,24.0,0.17,43,51.5,28.1
79.4,0.0,24.0,0.13,40,51.6,28.1
79.6,0.0,24.0,2.05,43,52.1,28.1
79.6,0.0,24.0,2.19,37,52.4,28.1
79.6,0.0,24.0,2.05,45,52.0,28.1
79.7,0.0,24.0,0.9,39,52.0,28.1
79.9,0.0,24.0,3.59,43,51.9,28.0
79.8,0.0,24.0,0.48,45,51.8,28.0
79.7,0.0,24.0,1.11,43,51.7,28.1
79.8,0.0,24.0,0.88,38,51.4,28.0
79.9,0.0,24.0,2.08,40,51.7,28.0
79.9,0.0,24.0,2.12,37,51.5,28.0
80.1,0.0,24.0,2.12,36,51.5,28.0
80.0,0.0,24.0,1.77,36,51.6,28.0
79.9,0.0,24.0,2.06,45,51.6,28.0
80.2,0.0,24.0,0.78,42,51.6,27.9
80.3,0.0,24.0,0.13,40,51.6,27.9
80.4,0.0,24.0,1.69,40,51.5,27.9
80.6,0.0,24.0,1.55,36,51.8,27.9
80.3,0.0,24.0,0.41,42,51.3,27.9
80.2,0.0,24.0,0.72,43,51.6,28.0
80.4,0.0,24.0,2.03,45,51.7,27.9
80.4,0.0,24.0,1.66,40,51.5,28.0
80.5,0.0,24.0,1.88,38,51.7,27.9
80.6,0.0,24.0,1.16,36,51.7,27.9
80.6,0.0,24.0,1.57,38,51.6,27.9
80.8,0.0,24.0,3.39,36,51.8,27.9
80.7,0.0,24.0,0.34,45,51.6,27.9
80.7,0.0,24.0,2.4,42,51.8,28.0
80.9,0.0,24.0,0.92,41,51.9,27.9
81.1,0.0,24.0,2.15,44,51.6,27.9
81.1,0.0,24.0,0.34,35,51.8,27.9
81.1,0.0,24.0,1.16,42,51.9,28.0
81.4,0.0,24.0,2.65,37,51.9,27.9
81.6,0.0,24.0,2.14,44,51.8,27.9
81.3,0.0,24.0,2.42,44,51.9,28.0
81.5,0.0,24.0,0.89,40,51.8,28.0
81.7,0.0,24.0,1.92,42,51.9,27.9
81.6,0.0,24.0,0.72,43,52.0,28.0
81.6,0.0,24.0,0.37,35,51.9,28.0
81.7,0.0,24.0,1.4,42,51.7,27.9
81.7,0.0,24.0,1.11,42,52.0,27.9
81.8,0.0,24.0,2.5,44,51.9,27.9
81.9,0.0,24.0,1.34,37,52.0,27.9
81.8,0.0,24.0,1.93,36,52.0,27.9
82.1,0.0,24.0,1.17,40,52.0,27.9
82.0,0.0,24.0,0.91,40,52.1,27.9
81.9,0.0,24.0,1.87,36,52.0,27.9
82.0,0.0,24.0,1.89,45,51.9,27.9
82.0,0.0,24.0,1.23,38,52.1,27.9
82.3,0.0,24.0,1.83,38,52.3,27.8
82.3,0.0,24.0,1.44,35,52.0,27.8
82.3,0.0,24.0,1.41,43,51.8,27.8
82.4,0.0,24.0,4.14,40,51.9,27.8
82.3,0.0,24.0,0.29,45,52.6,27.8
82.4,0.0,24.0,2.29,39,52.6,27.8
82.4,0.0,24.0,1.08,43,52.2,27.8
82.5,0.0,24.0,0.43,38,52.1,27.8
82.4,0.0,24.0,1.05,40,52.1,27.8
82.5,0.0,24.0,1.85,37,52.3,27.8
82.6,0.0,24.0,1.08,41,52.4,27.7
82.6,0.0,24.0,1.2,39,52.5,27.7
82.6,0.0,24.0,1.88,40,52.2,27.7
82.6,0.0,24.0,1.13,39,52.3,27.7
82.5,0.0,24.0,0.39,39,52.1,27.7
82.5,0.0,24.0,0.84,44,52.3,27.7
82.5,0.0,24.0,1.5,44,52.2,27.7
82.6,0.0,24.0,0.71,37,52.7,27.7
82.4,0.0,24.0,1.32,42,52.6,27.7
82.5,0.0,24.0,1.66,40,52.5,27.7
82.3,0.0,24.0,1.44,39,52.7,27.7
82.4,0.0,24.0,1.42,38,53.7,27.7
82.4,0.0,24.0,0.17,39,53.0,27.7
82.4,0.0,24.0,1.4,37,52.7,27.7
82.4,0.0,24.0,1.42,40,52.5,27.7
82.3,0.0,24.0,1.99,36,52.6,27.7
82.4,0.0,24.0,0.44,36,52.7,27.7
82.1,0.0,24.0,0.57,36,52.7,27.7
82.2,0.0,24.0,1.91,42,53.0,27.7
82.1,0.0,24.0,1.17,35,52.9,27.7
82.1,0.0,24.0,0.86,36,52.9,27.7
82.2,0.35,24.0,1.07,43,53.7,27.7
82.5,2.67,24.0,1.36,44,53.6,27.6
78.6,5.22,24.0,1.12,39,53.1,27.3
73.0,7.61,24.0,2.16,36,53.7,26.7
70.7,9.75,24.0,0.84,36,54.0,26.3
69.7,9.4,24.0,0.43,41,54.2,26.1
68.7,8.61,24.0,1.67,40,54.4,26.0
67.9,10.4,24.0,0.93,25,54.8,25.8
67.2,13.87,24.0,0.35,34,55.0,25.8
66.9,16.2,24.0,0.69,31,55.5,25.7
66.2,16.79,24.0,0.58,27,55.4,25.8
65.8,22.09,24.0,1.06,38,57.0,25.9
65.7,33.99,24.0,0.68,27,57.1,25.8
64.7,69.94,24.0,1.79,41,57.2,25.9
61.9,75.31,24.0,1.81,38,59.2,26.4
58.8,79.77,24.0,1.32,40,58.6,27.2
57.7,79.02,24.0,3.41,45,56.8,27.1
57.6,71.52,24.0,3.04,36,54.3,26.6
57.0,63.45,24.0,0.34,39,54.8,26.3
56.7,59.89,24.0,2.31,45,56.8,26.0
56.9,62.54,24.0,0.79,32,54.9,25.8
57.0,72.78,24.0,1.82,33,57.5,25.6
56.9,66.97,24.0,2.29,28,56.6,25.5
56.7,58.17,24.0,1.19,26,55.1,25.5
56.6,58.02,24.0,1.62,25,55.5,25.4
56.8,68.78,24.0,0.32,33,55.2,25.3
57.2,73.44,24.0,1.28,30,56.0,25.2
57.3,69.7,24.0,0.84,31,55.9,25.1
57.5,47.83,24.0,0.45,26,57.2,25.1
57.6,47.45,24.0,0.82,29,57.6,25.1
57.7,56.01,24.0,0.66,34,58.1,25.0
58.3,66.38,24.0,2.08,33,55.9,24.8
59.5,93.9,24.0,2.22,34,62.2,24.7
60.2,118.2,24.0,0.39,34,56.8,24.6
60.4,121.79,24.0,1.88,32,56.1,24.6
60.8,112.27,24.0,1.08,28,55.9,24.5
60.9,125.15,24.0,1.32,33,57.4,24.4
60.5,132.19,24.0,1.25,32,57.1,24.5
59.8,134.22,24.0,2.42,35,55.5,24.5
57.6,122.15,24.0,0.73,31,55.9,24.9
56.3,113.35,24.0,1.62,30,57.5,25.0
56.4,119.45,24.0,2.09,29,54.7,25.1
55.2,103.79,24.0,3.67,34,55.5,25.4
55.9,98.58,24.0,3.33,34,54.9,25.2
54.7,99.3,24.0,4.43,30,54.5,25.5
54.0,88.09,24.0,2.64,35,55.5,25.6
53.7,83.8,24.0,2.83,34,54.9,25.7
54.0,85.66,24.0,3.38,34,55.4,25.4
52.9,88.6,24.0,2.95,26,55.3,25.6
52.6,93.0,24.0,1.7,32,54.5,25.5
52.6,83.32,24.0,2.23,30,54.5,25.4
51.9,85.42,24.0,2.73,32,55.2,25.5
52.8,80.93,24.0,2.35,28,56.0,25.0
52.6,83.49,24.0,0.69,27,57.4,24.9
52.1,92.06,24.0,2.4,32,55.9,24.9
51.8,95.05,24.0,1.35,32,54.6,24.9
51.5,84.61,24.0,0.86,32,58.5,24.9
51.1,88.71,24.0,0.64,32,54.8,24.8
50.9,89.9,24.0,1.44,32,53.4,24.8
51.2,89.47,24.0,1.6,30,53.6,24.7
52.0,89.99,24.0,1.41,31,58.8,24.6
52.1,91.84,24.0,1.16,32,56.5,24.5
51.4,95.23,24.0,2.68,32,60.9,24.7
51.6,91.28,24.0,0.87,30,54.5,24.6
51.6,103.18,24.0,0.87,30,53.4,24.5
51.9,101.85,24.0,0.15,34,55.1,24.9
53.0,99.47,24.0,1.51,27,52.8,25.1
53.8,100.52,24.0,2.91,30,52.6,25.0
53.3,93.14,24.0,0.18,35,54.8,25.2
52.7,94.55,24.0,2.61,28,54.1,25.2
52.0,92.57,24.0,1.69,28,53.9,25.4
51.7,85.67,24.0,1.13,27,54.3,25.5
51.7,87.56,24.0,2.61,32,55.6,25.4
51.6,100.56,24.0,3.06,30,56.3,25.4
51.3,95.55,24.0,0.33,31,54.7,25.4
51.1,96.26,24.0,0.51,35,54.0,25.5
51.3,104.0,24.0,0.88,25,55.9,25.3
51.3,119.22,24.0,3.17,32,53.9,25.2
52.0,154.92,24.0,1.23,25,57.4,25.1
53.0,183.21,24.0,0.63,27,54.9,25.0
53.9,181.31,24.0,1.56,35,54.3,24.8
54.0,181.98,24.0,0.76,25,54.4,24.8
54.2,173.69,24.0,2.73,33,54.4,24.7
53.5,115.43,24.0,1.42,30,55.0,24.8
53.6,91.91,24.0,1.02,26,56.2,24.6
53.5,96.75,24.0,1.76,27,57.2,24.7
53.0,91.82,24.0,0.42,33,57.6,24.7
53.1,87.23,24.0,0.32,30,57.7,24.5
53.3,105.17,24.0,0.59,27,60.8,24.3
53.2,100.08,24.0,1.13,30,56.7,24.7
55.0,119.19,24.0,1.48,29,52.9,24.7
55.0,123.12,24.0,3.0,35,53.5,24.8
54.6,87.68,24.0,1.84,32,54.4,24.9
54.2,126.64,24.0,1.54,31,54.9,24.9
54.2,126.05,24.0,0.99,34,53.1,24.9
53.8,125.22,24.0,1.08,30,53.3,25.0
53.5,123.02,24.0,1.42,27,53.5,25.1
53.1,120.72,24.0,0.72,31,53.5,25.1
52.9,119.55,24.0,2.6,30,52.6,25.0
52.4,114.73,24.0,0.8,34,56.9,25.1
51.6,102.59,24.0,0.45,28,60.2,25.2
51.3,112.39,24.0,0.37,25,55.7,25.1
50.9,109.33,23.0,2.35,29,55.9,25.2
51.0,93.19,23.0,1.14,28,58.4,25.2
52.2,90.79,23.0,0.65,33,62.7,24.9
52.4,71.6,23.0,0.51,30,54.0,24.7
52.7,57.63,22.0,0.27,35,52.2,24.4
52.0,68.74,22.0,0.54,30,60.7,24.4
57.6,78.39,22.0,0.56,27,59.4,24.2
68.3,69.82,22.0,0.08,26,59.1,24.4
75.4,44.76,22.0,0.1,36,53.3,24.9
79.8,38.67,22.0,0.38,33,53.7,25.1
82.2,28.98,22.0,0.18,32,53.6,25.3
83.4,22.1,22.0,0.43,30,53.1,25.4
84.6,15.25,22.0,0.16,29,53.5,25.5
85.7,7.52,22.0,1.03,32,52.4,25.6
86.6,3.78,22.0,0.36,36,52.6,25.7
87.6,27.39,22.0,0.46,30,54.0,25.7
88.4,36.12,22.0,0.14,30,54.3,25.8
88.6,32.55,22.0,0.66,38,54.4,25.9
88.4,31.72,22.0,0.66,46,54.4,25.9
85.7,27.67,22.0,1.0,45,54.6,26.2
84.0,22.57,22.0,0.65,40,54.2,26.5
83.1,15.17,22.0,2.29,46,53.6,26.6
82.6,11.37,22.0,1.56,41,54.1,26.7
81.8,7.94,22.0,3.67,39,53.2,26.7
81.2,4.92,22.0,0.81,42,53.0,26.8
80.9,2.57,22.0,0.19,47,53.1,26.8
80.7,0.53,22.0,2.12,46,53.0,26.8
80.4,0.0,22.0,0.95,44,52.7,26.8
80.1,0.0,22.0,1.65,38,52.4,26.8
80.0,0.0,22.0,0.9,43,52.7,26.8
79.7,0.0,22.0,1.55,41,52.9,26.8
79.6,0.0,22.0,1.09,37,52.5,26.9
79.5,0.0,22.0,1.45,43,53.6,26.9
79.4,0.0,22.0,3.54,37,52.9,26.9
79.3,0.0,22.0,0.59,55,52.1,26.9
79.2,0.0,22.0,1.26,56,52.5,26.9
79.1,0.0,22.0,2.49,54,52.4,26.9
79.2,0.0,22.0,0.57,61,52.4,26.9
79.2,0.0,22.0,1.24,60,52.5,26.9
79.1,0.0,22.0,1.13,51,52.6,26.9
79.1,0.0,22.0,1.86,58,52.9,26.9
79.2,0.0,22.0,1.15,56,52.6,26.8
79.1,0.0,22.0,2.12,51,52.1,26.9
79.0,0.0,22.0,1.78,52,53.5,26.9
78.8,0.0,22.0,1.71,59,52.7,26.9
78.8,0.0,22.0,1.14,52,51.9,26.9
78.9,0.0,22.0,1.9,49,52.4,26.9
78.8,0.0,22.0,1.63,38,52.5,26.9
78.8,0.0,22.0,1.96,43,52.0,26.9
78.8,0.0,22.0,1.01,45,52.1,26.9
78.8,0.0,22.0,2.12,37,52.0,26.9
78.8,0.0,22.0,2.51,42,52.0,26.9
78.7,0.0,22.0,1.6,44,52.4,26.9
78.7,0.0,22.0,0.7,45,52.3,26.9
78.6,0.0,22.0,1.01,46,52.3,26.9
78.7,0.0,22.0,1.28,46,52.1,27.0
78.9,0.0,22.0,0.48,40,52.1,27.0
79.0,0.0,22.0,2.16,39,52.0,27.0
79.3,0.0,22.0,4.78,45,52.3,27.0
79.6,0.0,22.0,3.9,64,52.1,27.0
79.8,0.0,22.0,1.67,61,52.1,27.0
80.1,0.0,22.0,1.44,64,52.2,27.0
80.2,0.0,22.0,1.07,66,52.2,27.0
80.4,0.0,22.0,0.45,61,52.7,27.0
80.8,0.0,22.0,1.26,63,52.4,26.9
80.8,0.0,22.0,0.79,58,52.3,27.0
80.6,0.0,22.0,2.22,57,52.2,27.0
80.6,0.0,22.0,0.87,58,52.3,27.0
80.8,0.0,22.0,1.84,65,52.3,27.0
80.8,0.0,22.0,0.74,64,52.3,27.0
81.0,0.0,22.0,1.54,49,52.0,26.9
81.2,0.0,22.0,0.71,37,52.0,26.9
81.1,0.0,22.0,0.98,48,51.9,26.9
81.2,0.0,22.0,2.47,44,51.9,26.9
81.1,0.0,22.0,2.01,38,52.1,26.9
81.0,0.0,22.0,1.97,44,52.0,26.9
81.1,0.0,22.0,0.46,40,52.4,26.9
80.9,0.0,22.0,3.03,42,52.1,26.9
80.9,0.0,22.0,0.37,47,52.0,26.9
80.9,0.0,22.0,0.75,41,52.0,26.9
81.0,0.0,22.0,1.47,42,52.2,26.9
80.9,0.0,22.0,0.68,43,52.1,26.9
80.9,0.0,22.0,0.33,39,52.1,26.9
80.9,0.0,22.0,1.53,53,51.8,26.9
80.9,0.0,22.0,0.58,53,51.7,26.9
80.9,0.0,22.0,3.18,63,52.0,26.9
80.8,0.0,22.0,3.24,56,51.9,26.9
80.8,0.0,22.0,2.01,62,51.9,26.9
80.8,0.0,22.0,1.47,58,51.9,26.9
80.8,0.0,22.0,0.76,59,52.0,26.9
80.9,0.0,22.0,0.68,54,51.9,26.9
80.8,0.0,22.0,0.71,49,51.9,26.9
80.8,0.0,22.0,1.34,46,51.8,26.9
80.6,0.0,22.0,0.31,41,51.8,26.9
80.6,0.0,22.0,1.29,38,51.8,26.9
80.7,0.0,22.0,2.92,44,52.0,26.9
80.8,0.0,22.0,1.65,38,51.9,26.9
80.8,0.0,22.0,1.66,46,51.8,26.9
80.7,0.0,22.0,0.9,44,51.8,26.9
80.8,0.0,22.0,1.85,45,51.8,26.9
80.9,0.0,22.0,1.91,46,51.8,26.9
80.8,0.0,22.0,0.43,44,51.9,26.9
80.7,0.0,22.0,1.08,39,51.8,26.9
80.6,0.0,22.0,1.49,40,51.8,26.9
80.8,0.0,22.0,1.04,35,51.9,26.9
80.7,0.0,22.0,1.01,38,51.9,26.9
80.7,0.0,22.0,1.02,37,52.0,26.9
80.6,0.0,22.0,1.16,43,52.0,26.9
80.6,0.0,22.0,0.47,42,51.9,26.9
80.8,0.0,22.0,0.9,37,51.9,26.9
80.7,0.0,22.0,1.83,35,51.9,26.9
80.7,0.0,22.0,1.25,39,51.9,26.9
80.6,0.0,22.0,2.4,40,51.7,26.9
80.6,0.0,22.0,0.99,36,51.7,26.9
80.7,0.0,22.0,2.33,41,51.8,26.9
80.6,0.0,22.0,1.59,44,51.6,26.9
80.6,0.0,22.0,1.03,41,51.8,26.9
80.6,0.0,22.0,0.64,37,51.8,26.9
80.5,0.0,22.0,0.76,35,51.8,27.0
80.6,0.0,22.0,0.5,45,51.7,26.9
80.6,0.0,22.0,1.63,40,51.6,26.9
80.8,0.0,22.0,3.15,41,51.7,26.9
80.7,0.0,22.0,0.81,45,51.8,26.9
80.7,0.0,22.0,0.64,43,51.8,26.9
80.7,0.0,22.0,1.47,43,51.8,26.9
80.7,0.0,22.0,3.07,36,51.9,26.9
80.7,0.0,22.0,3.38,38,51.8,26.9
80.6,0.0,22.0,0.99,45,51.8,26.9
80.7,0.0,22.0,2.7,41,51.8,26.9
80.7,0.0,22.0,2.44,39,51.8,26.9
80.8,0.0,22.0,0.87,44,51.6,26.9
80.7,0.0,22.0,0.3,36,52.0,26.9
80.6,0.0,22.0,2.18,45,51.9,26.9
80.7,0.0,22.0,0.71,42,51.8,26.9
80.7,0.0,22.0,1.12,42,52.0,26.9
80.7,0.0,22.0,0.98,45,51.9,26.9
80.6,0.0,22.0,1.68,43,51.9,26.9
80.7,0.0,22.0,1.43,38,51.8,26.9
80.6,0.0,22.0,0.92,40,51.9,26.9
80.7,0.0,22.0,1.14,45,51.8,26.9
80.6,0.0,22.0,0.7,40,51.6,26.9
80.6,0.0,22.0,1.17,36,52.2,26.9
80.5,0.0,22.0,0.93,39,51.9,27.0
80.7,0.0,22.0,1.32,44,51.9,26.9
80.8,0.0,22.0,1.03,39,51.8,26.9
80.7,0.0,22.0,1.03,36,51.8,26.9
80.7,0.0,22.0,0.55,37,51.8,26.9
80.6,0.0,22.0,1.38,36,51.8,26.9
80.7,0.0,22.0,0.51,35,51.8,26.9
80.6,0.0,22.0,1.27,38,51.8,26.9
80.6,0.0,22.0,3.21,40,51.7,26.9
80.5,0.0,22.0,2.67,43,52.2,26.9
80.7,0.0,22.0,1.84,44,52.0,26.9
80.7,0.0,22.0,2.03,42,51.8,26.9
80.7,0.0,22.0,2.82,35,52.0,26.9
80.8,0.0,22.0,1.83,44,52.0,26.9
80.7,0.0,22.0,1.69,43,51.9,26.9
80.5,0.0,22.0,3.22,42,51.8,27.0
80.3,0.0,22.0,4.35,40,51.8,27.0
80.5,0.0,22.0,5.43,39,51.9,27.0
80.6,0.0,22.0,2.83,39,52.4,27.0
80.7,0.0,22.0,3.01,38,52.3,27.0
80.8,0.0,22.0,2.91,45,51.9,26.9
80.7,0.0,22.0,1.41,35,51.9,27.0
80.8,0.0,22.0,2.66,38,51.8,27.0
80.8,0.0,22.0,3.78,42,51.9,27.0
80.8,0.0,22.0,0.77,44,51.9,27.0
80.8,0.0,22.0,1.43,36,52.0,26.9
80.8,0.0,22.0,0.58,43,52.0,26.9
80.7,0.0,22.0,1.05,41,52.0,27.0
80.7,0.0,22.0,1.27,39,52.0,27.0
80.7,0.0,22.0,0.62,35,52.5,27.0
80.7,0.0,22.0,0.22,45,52.6,27.0
80.7,0.0,22.0,0.56,42,52.1,27.0
80.7,0.0,22.0,0.65,39,52.3,27.0
80.8,0.0,22.0,0.49,40,52.2,26.9
80.8,0.0,22.0,1.26,44,52.3,27.0
80.8,0.0,22.0,3.0,39,52.5,27.0
80.6,0.0,22.0,0.95,45,52.5,27.0
80.7,0.0,22.0,0.19,44,52.2,27.0
80.6,0.0,22.0,1.01,40,52.2,27.0
80.6,0.0,22.0,1.94,35,52.1,27.0
80.6,0.16,22.0,0.91,39,52.9,27.0
80.7,4.17,22.0,0.85,43,52.6,27.0
80.7,11.14,22.0,0.77,45,53.3,27.0
80.8,14.81,22.0,1.12,37,53.4,27.0
80.6,16.6,22.0,1.99,41,53.8,27.0
80.6,20.21,22.0,1.17,45,54.0,27.0
80.7,22.21,22.0,1.72,36,53.9,27.0
61.8,13.39,22.0,0.25,29,53.9,25.3
58.9,14.06,22.0,0.72,25,53.1,25.2
56.9,14.74,22.0,0.87,34,53.7,25.1
55.5,23.8,22.0,0.93,35,53.8,24.9
54.3,21.63,22.0,0.71,35,54.9,24.8
53.8,17.91,22.0,1.93,35,54.2,24.6
53.3,18.35,22.0,0.68,34,53.6,24.6
53.0,19.04,22.0,0.51,34,53.6,24.5
52.7,58.61,22.0,1.13,28,54.5,24.5
52.3,92.73,22.0,0.54,28,56.4,24.7
52.3,86.98,22.0,1.51,28,61.3,25.0
53.2,86.02,22.0,0.18,29,57.8,24.8
53.5,88.81,22.0,1.09,26,55.1,24.7
53.6,90.52,22.0,1.01,35,57.2,24.7
53.4,92.36,22.0,0.86,27,61.6,24.8
53.1,94.81,22.0,0.13,33,57.4,24.9
53.5,93.62,22.0,0.52,30,56.2,24.9
52.7,97.23,22.0,0.06,29,55.1,25.1
52.5,98.51,22.0,0.82,33,54.7,25.1
53.0,100.36,22.0,0.64,30,53.3,24.9
52.9,102.51,22.0,0.42,30,54.2,24.9
52.9,103.67,22.0,0.43,35,52.9,24.9
52.4,106.37,22.0,0.42,25,52.9,25.0
52.8,108.62,22.0,0.22,28,53.0,24.9
53.4,111.29,22.0,0.2,29,54.2,24.7
53.9,112.42,22.0,0.65,32,52.3,24.5
54.2,114.85,22.0,0.89,34,55.3,24.4
54.2,119.12,22.0,0.76,25,56.5,24.3
54.2,124.41,22.0,0.19,27,54.1,24.2
53.7,130.89,22.0,0.75,25,54.3,24.3
53.3,120.0,22.0,1.15,30,53.5,24.4
53.9,102.12,22.0,0.54,28,53.1,24.2
53.8,101.08,22.0,0.24,32,54.0,24.1
53.8,99.72,22.0,0.86,27,53.2,24.1
53.7,102.97,22.0,1.45,30,54.4,24.1
53.6,126.31,22.0,0.26,28,53.5,24.0
53.0,121.89,22.0,0.27,33,55.2,23.9
52.2,123.36,22.0,0.26,26,54.9,24.2
52.4,125.31,22.0,0.34,26,54.5,24.5
52.6,124.82,22.0,0.77,26,52.7,24.5
52.4,125.95,22.0,0.65,35,53.2,24.6
51.9,129.86,22.0,0.49,30,54.5,24.7
51.7,126.36,22.0,1.02,35,53.1,24.7
52.0,123.62,22.0,0.54,26,52.9,24.8
52.7,118.25,22.0,0.9,26,52.3,24.9
52.1,123.41,22.0,0.55,28,53.9,24.9
51.4,117.12,22.0,0.61,33,53.0,24.9
51.4,109.16,22.0,0.74,28,52.8,24.8
50.9,104.6,22.0,1.13,28,53.7,24.7
50.3,104.81,22.0,1.55,26,53.9,24.7
50.2,102.69,22.0,0.59,35,54.2,24.5
50.6,106.49,22.0,0.2,26,54.1,24.4
50.6,103.33,22.0,0.42,28,52.5,24.3
50.8,112.46,22.0,0.46,28,51.9,24.2
51.7,90.57,22.0,1.05,27,54.3,24.3
52.1,92.93,22.0,0.64,35,55.8,24.3
52.2,98.68,22.0,0.41,26,56.0,24.3
52.2,111.48,22.0,0.44,26,52.8,24.1
52.2,110.79,22.0,1.04,33,53.2,24.2
52.5,112.4,22.0,0.3,34,52.2,24.1
52.2,110.18,22.0,0.38,33,52.1,24.1
52.2,105.07,22.0,0.16,30,53.6,24.1
51.8,106.87,22.0,0.48,27,54.5,24.6
52.0,100.91,22.0,0.25,33,53.6,24.6
53.0,106.49,22.0,0.61,28,52.6,24.5
54.2,111.46,22.0,0.37,25,53.8,24.7
54.3,98.29,22.0,0.48,27,54.6,24.7
52.6,91.3,22.0,1.25,25,53.7,24.9
51.9,86.23,22.0,0.51,25,53.7,24.8
51.2,75.94,22.0,0.79,27,53.1,24.9
50.5,76.76,22.0,0.45,35,53.0,24.9
50.4,75.77,22.0,0.78,25,54.3,24.8
50.0,75.2,22.0,0.51,28,52.7,24.8
49.8,77.32,22.0,0.94,34,54.7,24.6
49.7,83.71,22.0,0.26,29,55.2,24.4
49.8,86.91,22.0,0.66,25,59.5,24.3
50.3,93.44,22.0,1.05,31,55.9,24.2
50.5,97.36,22.0,0.58,31,53.5,24.1
50.8,92.11,22.0,0.75,34,55.2,24.0
51.1,91.98,22.0,0.31,31,55.7,24.0
51.0,94.95,22.0,0.29,29,55.1,24.2
51.1,91.12,22.0,0.22,27,55.0,24.2
51.1,91.12,22.0,0.07,30,55.0,24.2
51.1,91.12,22.0,0.14,31,55.0,24.2
51.1,91.12,22.0,0.12,33,55.0,24.2
71.2,52.3,22.0,0.44,26,55.0,24.2
71.2,52.3,22.0,0.39,34,55.0,24.2
71.2,52.3,22.0,0.29,26,55.0,24.2
71.2,52.3,22.0,0.19,35,55.0,24.2
71.2,52.3,22.0,0.35,33,55.0,24.2
71.2,52.3,22.0,1.24,34,55.0,24.2
71.2,52.3,22.0,0.4,26,55.0,24.2
71.2,52.3,22.0,0.72,32,55.0,24.2
50.1,68.6,22.0,0.17,29,65.4,24.7
50.1,68.6,22.0,0.52,33,65.4,24.7
50.1,68.6,22.0,0.16,31,65.4,24.7
50.1,68.6,22.0,1.01,27,65.4,24.7
49.9,70.81,22.0,0.54,34,63.0,24.7
49.6,71.39,22.0,0.56,28,60.9,24.5
49.2,76.34,22.0,0.68,27,60.3,24.5
49.3,94.28,22.0,0.69,29,56.0,24.5
49.6,89.55,22.0,0.67,27,58.2,24.3
50.4,83.21,22.0,0.09,31,56.0,24.2
51.2,82.23,22.0,0.29,25,57.4,24.2
56.7,80.42,22.0,0.48,26,57.4,24.1
69.4,60.33,22.0,0.64,30,57.0,24.2
77.5,45.67,22.0,1.72,30,58.0,24.5
79.9,36.75,22.0,0.09,38,59.5,24.7
73.8,28.28,22.0,0.38,35,63.7,25.3
72.5,28.99,22.0,0.41,38,61.8,25.8
73.5,32.96,22.0,0.95,40,57.7,26.0
73.2,30.57,22.0,0.79,42,58.6,26.1
73.4,28.84,22.0,0.45,46,56.7,26.2
73.1,27.4,22.0,0.56,42,62.7,26.4
72.6,24.31,22.0,1.32,44,57.4,26.4
72.8,22.03,22.0,0.49,42,56.6,26.4
72.8,19.27,22.0,2.12,37,57.9,26.5
72.8,17.04,22.0,0.91,42,57.6,26.6
72.7,14.92,22.0,0.69,42,62.8,26.6
72.9,14.55,22.0,2.44,45,57.0,26.6
72.3,13.18,22.0,0.32,47,56.8,26.6
72.9,12.62,22.0,1.02,40,55.9,26.6
73.6,11.74,22.0,0.34,44,57.6,26.7
74.0,9.9,22.0,0.98,45,56.8,26.7
74.6,8.06,22.0,0.58,41,56.7,26.7
74.3,6.0,22.0,0.68,45,56.3,26.7
74.6,3.93,22.0,0.75,42,56.7,26.7
75.0,1.7,22.0,1.27,38,56.3,26.7
74.8,0.17,22.0,0.53,41,57.9,26.7
75.4,0.0,22.0,1.06,47,56.1,26.7
76.0,0.0,22.0,1.11,45,56.5,26.7
76.5,0.0,22.0,1.11,40,57.3,26.7
76.8,0.0,22.0,0.91,40,56.3,26.7
76.8,0.0,22.0,0.23,59,56.3,26.7
76.6,0.0,22.0,0.8,57,57.8,26.8
76.8,0.0,22.0,1.32,59,56.4,26.8
77.6,0.0,22.0,1.12,58,55.7,26.8
77.7,0.0,22.0,0.36,63,55.8,26.8
